restaurant,review_date,traveler_type,review
Yen Chinese Restaurant,2011-09-01T00:00:00Z,Friends,"Yen is located in the W Hotel and in accordance to the chic and high tech feel of the hotel, the restaurant is no exception. The view is spectacular and the food is good... especially compare to most western hotel restaurants. The service is decent and friendly as most servers are in Asia in general. The price is reasonable. Don't forget to check out their silvery statues as it's call made out of utensils.. very interesting art pieces."
Matsusaka Tei,2023-03-01T00:00:00Z,Not Identified,We tasted the most amazing food in this restaurant and the service was incredible. The tastes of the set menu are well worth the costs and I would thoroughly recommend the experience. The only reason I don’t give it 5 stars is that is amazing but too quick ! We are used to our expensive food treats taking time. However we were in and out in just over an hour. I’d ask them to slow it down. And then it would be perfect.
Matsusaka Tei,2019-12-01T00:00:00Z,Couples,"We went there for lunch and opted for the simple lunch set consisting of grilled ox tongues, wagyu tenderloins etc. The meat was of excellent quality and each table is assigned with a waiter to do the grills right at the table to ensure the meat is done perfectly and served immediately after it is cooked. Staff were very friendly and attentive. I think the price was very reasonable considering the quality of food and service I got. Don’t forget to order a pint of their local draft beer Taihu, it went really well with the roasts!"
Matsusaka Tei,2024-03-01T00:00:00Z,Family,Second time having lunch here. Service very professional as usual. The waygu quality was very good. Tender and full of flavour. Love the beef tartar and uni on top. Lunch set is a good choice. Check their lunch and dinner menu.
Matsusaka Tei,2019-12-01T00:00:00Z,Friends,"My 2nd time visiting here. Again, food is amazing. Service is consistently great. They surprised me with the private dining room and the birthday cake. Very appreciated. Great shout out to Eason, our service that day. He brought us a lot of joy!"
Matsusaka Tei,2019-11-01T00:00:00Z,Family,"This is our first time trying Matsusaka Tei and we enjoyed our meal very much. We opted for the sukiyaki lunch set meal. The experience here is different from the other yakiniku and sukiyaki restaurants we experienced in Japan. First, there were a few different cuts of beef, each representing a dish in a set meal, grilled by a server. Once that is done, the server cooked a slice of A5 wagyu beef in sukiyaki sauce and served it in beaten raw egg - such a bliss. This was then followed by fried rice and sliced beef sandwich (bread grilled with butter and onions) and finally dessert. Not cheap but well worth the experience."
Matsusaka Tei,2019-09-01T00:00:00Z,Friends,First time here and am thoroughly impressed by the service and food. Am surprised by the quality of beef tongue done in different ways. Thinly sliced or thick slice the tenderness of the tongue were really yummy. My friends came late yet Sun the server waited patiently for them and served us till the meal was over. I’ll be back when I go Taipei again.
Matsusaka Tei,2020-03-01T00:00:00Z,Not Identified,"2019一年內去過三次，一次公共座位，二次包箱。可換和服體驗，且和牛割包特別，服務人員燒烤技巧也很到位。食材新鮮，價位亦成正比。包箱服務好很多，外場則要待加強！3 times a year, quality is perfect, but services depends on the price ? Well, good to try once."
Matsusaka Tei,2019-12-01T00:00:00Z,Couples,"We ordered the A5 sirloin sukiyaki set. The service was as outstanding as the quality of food. Every dish was served unhurriedly, the staff were attentive to the pace of cooking which was done on the spot. This is one restaurant that is worth coming back for."
Matsusaka Tei,2019-09-01T00:00:00Z,Solo,The A5 grade Wagyu is grilled to perfection by the server Sun.Excellent food with impeccable service and at very reasonable prices too.Will come back again to try their Sukiyaki
Matsusaka Tei,2019-10-01T00:00:00Z,Family,"I came here in October 2019 as I wanted to go somewhere special for my sisters birthday. This place was recommended to me so I went ahead and make a booking to ensure I got a table. The restaurant is within a shopping mall on the 6th floor. The exterior of the restaurant was nicely decorated. I was running late and usually there is only a 10mins waiting time but luckily I got there towards the end of lunch and they accommodated me. I was served by a lovely lady called Ting who even with a slight language barrier, tried to explain everything we had via a translator on her phone. This was much appreciated as we went ahead and ordered a set meal and had no idea what was actually included apart from telling her we was looking for A5 Wagu at the start. She explained the different sets they had and we opted for the $8800TWD (it was worth it!) The whole experience was very relaxing and enjoyable. Ting helped cooked all the parts of meat we had on the table, cooking them to their best and giving you that ‘melt in the mouth’ with every bite you had. If I’m back in Taiwan I would most probably come back just because everything was perfect."
Matsusaka Tei,2019-12-01T00:00:00Z,Not Identified,"My wife and I decided to indulge during our trip to Taipei to celebrate our 11th wedding anniversary,. And my oh my. What an extremely wonderful experience, and what extremely great food! Best of all what how Sun, the staff attending to us, explained everything to us and prepared the most wonderful food for us. He was attentive to our needs, requests and queries. He allowed us time to savour the loveliest beef prepared, and gave us insights into the food he prepared. Really worth the traveling and wait for this anniversary dinner. Thanks Sun and staff from Matsusaka Tei."
Matsusaka Tei,2019-11-01T00:00:00Z,Couples,"Great service, food quality was good but a bit pricy. We were celebrating my husband’s birthday and the staff sent their blessing and gave us a mini birthday cake as compliment."
Matsusaka Tei,2019-10-01T00:00:00Z,Friends,Enjoyed the high quality food and definitely worth the price compared to other neighbouring countries for this standard. Definitely would go again highly recommended for people who enjoy good beef and dinner with friends
Matsusaka Tei,2019-10-01T00:00:00Z,Couples,"Our first time here and we had the lunch menu with the Japanese A4 Wagyu. The quality of the food is amazing and the service was impeccable. TJ was our friendly server who helped us prepare our food at the table. She cooked the beef perfectly and was thorough in her explanations. We particularly enjoyed the extra thought of a cake for our special day. Do look for her if you’re heading here!! Overall, a delightful authentic yakiniku experience in Taipei with top of the line service and food. Recommended!"
Matsusaka Tei,2019-08-01T00:00:00Z,Friends,"Our waitress TJ provided us the first class service, from explaining the food menu, preparing the table setting, cooking the food, to giving helpful travel tips in TW. Japanese beef is always the best! A very enjoyable dinner!"
CÉ LA VI Taipei,2025-02-01T00:00:00Z,Friends,"Also visited several times before The whole is delicious But there was less than at the end of last year. No one would like to follow the package. Very willing to eat a little myself Results disappear from the menu or cannot be single-pointed Especially fried potatoes I've also talked to friends before if there is a portion size. Really delicious, just two people after eating the main meal a little stud The result is not visible. Have come back to notify me! Also hope that something in the package can open a single point The previous one can touch close to the package, but you can adjust something you want to eat or don't want to eat, each time you go, you can have a new try This time only eating fixed packages is boring. But the meal is still delicious Axis pigs are a little dryer than before"
CÉ LA VI Taipei,2023-07-01T00:00:00Z,Friends,"You can overlook the night view of Taipei City. The scenery is definitely the most amazing in Taipei. The cold fronts at the feet of the outdoor box were extremely cold both times I went there (but the waiter will provide blankets) But it is recommended not to wear sandals or shorts if you go at night. The bee needles on the private table are super XDDD In terms of food, I want to try afternoon tea next time~~"
CÉ LA VI Taipei,2025-05-01T00:00:00Z,Friends,"The restaurant finally reopens! New Bar food is great, beef chips and sandwich push! Drinking with night view is comfortable It is recommended that you can arrive early to find the 101 location, take pictures more beautiful -"
CÉ LA VI Taipei,2024-12-01T00:00:00Z,Friends,"Taipei's best rooftop bar with a view. The night view is panoramic, the cocktails are delicious and reasonably priced, and the music selection is excellent. A must-visit when traveling to Taipei to fully experience the charm of Taipei's nightlife."
CÉ LA VI Taipei,2024-02-01T00:00:00Z,Friends,"I come to parties every time, but this time I came to this dinner because a friend invited me... Oh my god! The food here is amazing! And the price is reasonable and the service is in place! Big recommendation! ! Not to mention the night view here is so beautiful"
CÉ LA VI Taipei,2020-01-01T00:00:00Z,Couples,"Made a wasted trip here. I intended to watch the sunset from the sky bar. When I arrived around 6pm, I was told that the entire place was only open for drinks from 9pm. I could not come in for a drink. Seems the management has missed the point - people looking for a quick 6pm drink are not looking for 9pm drinks at a club/lounge. Might be something worth reviewing."
CÉ LA VI Taipei,2025-07-01T00:00:00Z,Not Identified,"The cocktails at CÉ LA VI are truly top-tier exceptional in quality. Even my friend, who usually doesn’t drink, ended up ordering two cocktails in a row. Unbelievable! As for the view. it goes without saying. Other than the 101 Observatory, CÉ LA VI offers the best skyline in town. The music? Absolutely amazing. Each DJ brings a unique style and energy. From the stunning view, delicious food, exquisite drinks, and great music, to the venue and attentive service , everything was spot on. C’est la vie , this is life. An unforgettable dining experience!"
CÉ LA VI Taipei,2024-11-01T00:00:00Z,Friends,"Very poor service, very poor attitude! Go to Don't Go. Bad and bad, absolutely no care for the needs of the guests. In the end too angry gone, the manager still want to laugh and say goodbye"
CÉ LA VI Taipei,2019-12-01T00:00:00Z,Not Identified,"Super fancy bar/club with spectacular views of Taipei 101. Great music. Antiseptic vibe. Lots of westerners and English spoken, along with the concomitant snooty attitude and prices. It gets packed on the weekends so go for a drink during the week and check out the views"
CÉ LA VI Taipei,2024-11-01T00:00:00Z,Friends,"We tried to get into the bar for drinks. The staff were so rude, we left. These were the only rude people we encountered in all of Taipei. If you want a nice place to watch the sunset outside with a perfect view of the Taipei 101 building, Morton's is a better spot to go to."
CÉ LA VI Taipei,2019-07-01T00:00:00Z,Not Identified,I guess this place has only done a soft launch. Was there on a Saturday night and it was empty. Great ambiance and bar layout.
CÉ LA VI Taipei,2024-11-01T00:00:00Z,Friends,"Did not feel welcome, very rude large man working at bar. Refused to add extra chair to table and tried to force us to sit outside even though place was half empty"
CÉ LA VI Taipei,2019-11-01T00:00:00Z,Couples,"We had booked the afternoon tea for my birthday in November. 1month in advance. Upon arrival we were met by 2 hostesses, busy talking to each other. After a moment of awkward we were told to wait aside with no smiles. Anyhow, after about 10 minutes a waitress came. Her big smile and courteous manner has eased us to our table. The first impression was wow! What a view. The entire place is facing the infamous 101 building ( we were on 48th floor). We can see the whole town beneath and the mountains in distance in front of us. As we are descending in our table which built below the deck I notice: The couch is really in need of upholstery. As we sitting down I see a few cigarette burn holes around. I was kind of disappointed We ordered Olong and Darjeerling tea to come with the “afternoon tea”. The waiter brought the food and recommended us to eat from top down and there’s no honey nor brown sugar available for the tea as we requested!! To my disappointment the tea was pretty plain. There is not a lot of flavor in either one. Common! Taiwan is the king of tea. I have drink tea and visit Taiwan for more than 30 years. My wife is from Taiwan and we have come back here all the time so we know the tea here. Anyway we try the food. It’s okay! The sweet pastries was very milky taste but not too bad!!! We share our thoughts. Oh boys we were so wrong!!! The savory treats was actually quite good though. We agreed! After we almost finished the meal, my lady start to have mild stomachache. We thought it might be the dairy in the sweet, it will go away...! We left and go to the famous Yongkang street in Da’an district , where there’s many unique shops and restaurants. We were strolling around shopping and looking. My lady was: my stomachache is getting worse. Are you ok? Should we go to the doctor? No it’s not too bad! She replied Maybe we should have some hot soup, so we stopped by a restaurant and ordered some soup. While waiting for the food. My lady started shivering and groaning: no! I gotta go! She rushed to the toilet and THROW UP EVERY WHERE ON THE TOILET! ALL OF IT!!! The “afternoon tea”. She came back looking all pale and let me know what’s just happened. I felt much better now, She exclaimed! Great you can have some hot soup. Oh no! I should rest. After a few minutes she rushed in the toilet again and craps everything out!!!!! We were horrified, packed Togo and went home."
CÉ LA VI Taipei,2025-05-01T00:00:00Z,Friends,Mocktails are excellent. Sunday Lover has lots of mint leaves. Paradise’s Kiss is a wonderfully butter texture bear. Would come back for these amazing drinks.
CÉ LA VI Taipei,2024-12-01T00:00:00Z,Not Identified,"Great Kitchen and Amazing view to the 101 Tower, Panoramic vision to the FantasticTaipei Basin, A Great party venue as well !"
Texas Roadhouse,2023-10-01T00:00:00Z,Friends,"The waiters are very friendly. It's just that the food and the requested items may take a long time to come out because of the shortage of staff, but that's understandable. Overall it's ok because it's not the first time to have a meal. I hope they can make up for the manpower to make the customer experience and dining more perfect."
Texas Roadhouse,2025-11-01T00:00:00Z,Solo,"Being a Texas resident and a frequent customer of Texas Roadhouse restaurants in Texas, I couldn't believe that there was one in Taipei - had to try. I'm happy to say that this is the real deal. Good steaks and just about the same menu that you'd find in USA locations. The one surprise was that no Budweiser, Michelob, or other American beer was available; the featured draft was San Miguel."
Texas Roadhouse,2025-03-01T00:00:00Z,Couples,"Excellent dining option at Texas Roadhouse, located in a modern shopping area very close to Taipei 101. Very good service with excellent cuts of meat in the American style. Cinnamon butter rolls. Reasonable prices.."
Texas Roadhouse,2017-06-01T00:00:00Z,Family,"A typical American style restaurant. Food is good, service is great. Wearing T-shirt with the logo: ""I love my job"", all staff are energetic, enthusiastic, initiative, friendly and helpful. Thank them very much."
Texas Roadhouse,2019-11-01T00:00:00Z,Couples,American fast casual restaurant that we come twice a month for 2 years now. Similar to friday’s or chilli’s in some ways but seems to have nicer mains and steaks. The free peanuts and evening jigs also nice gimmicks
Texas Roadhouse,2019-01-01T00:00:00Z,Couples,"Great location not far from Taipei 101. Typical for “Texas Roadhouse” , plenty choices for meat lovers. The size of the servings are pretty big so be careful how much your order."
Texas Roadhouse,2015-01-01T00:00:00Z,Family,"I have to admit that when I visited this restaurant my initial feelings were skeptical. However, I was proved completely wrong. The service was impeccable and the food was absolutely delicious. I had the Steak & Rib combo with a baked potato. The Texas Roadhouse is well worth a visit."
Texas Roadhouse,2014-11-01T00:00:00Z,Couples,I shared a slab of ribs tonight at this restaurant. They are as good as the best ribs I have eaten in Texas. The creamed corn was amazing. I also shared a Caesar salad. The lettuce was crisp and the dressing not too heavy. The service and atmosphere were exceptional. We enjoyed the music and the line dancing--great fun. Their mint-infused lemonade quenched my thirst. I thanked our server for asking if I wanted my water with or without ice.
Texas Roadhouse,2024-12-01T00:00:00Z,Family,"Decent food and decent experience for a decent price. Nothing special or extraordinary (it’s a chain), but if you are craving for ribs or steaks at an affordable price you will not go wrong here."
Texas Roadhouse,2018-07-01T00:00:00Z,Couples,"After discovering our hotel had no restaurant and all the local eateries were cash only and we had some trouble determining the spice levels in local dishes we decided to try something out of character. Was a bit strange entering through a basketball store but once we found our way up to level 3 we entered a bustling burger and steakhouse full of locals so it gave us a bit of confidence. All our meals (group of 6) were good with steaks, ribs, burgers and fries, sides all good food. The little dance routine the staff did was strangely fun. A bit out of place in Taiwan but was a welcome change to local food after 2 weeks in Asia. Good safe food and beer and one of the few places in Taipei we found decent white wine."
Texas Roadhouse,2017-02-01T00:00:00Z,Family,The staff is well mannered. Surprising no need for tip? They do the special dance hoe down. Its quite entertaining on top of the food. Great selection on steak and drinks.
Texas Roadhouse,2017-09-01T00:00:00Z,Couples,"The reception, and the service was outstanding. Though we didn't have a reservation, the desk found us a table very quickly. We were served by Ben, who couldn't have been more helpful. A quick look round confirmed that all the staff seemed to be the same top quality as ours. Top marks to the Front of House Manager! The welcome bucket of peanuts was great (and they were good quality). The basket of warm bread on the table was a good touch, but here it started to go wrong - the bread rolls were sweet! They should have been with the dessert, not as a starter! We wanted to eat the bread with our salad, but couldn't, as it was so sweet. Washed our mouths out with the excellent draught Taiwan Beer, then carried on without bread. Sadly, the salad could have been good, but was covered with that weird orange artificial cheese that Americans use for cooking. Guys, cheese should be made from milk - not from homogenised fats + colouring in a factory! We had to go through the salads & pick it all off before eating. Our sirloin steaks came. They were tasteless, and definately NOT sirloin. Sirloin has a rim of fat round the edge, and threads of fat running through the meat. We know a bit about steaks, as we keep beef ourselves! These were tasteless, fatless, perfectly formed pieces of meat. See my photo below. Google sirloin steak for yourselves and see what it should be. I can only guess these were pieces of topside beef, shaped and cut in a mould of some sort. Both our pieces were identical twins - whoever saw 2 identical sirloin steaks before? To be fair though, they were both cooked exactly as we had asked - 60 deg. Then the 'Texas Fries' - damp, soft and soggy. We both had to leave them on our plates. My wife who knows a thing or two about potatoes says that a) they used the wrong variety - the same variety they were using for mash. You cannot make fries from this! and b) the fat wasn't near hot enough to crisp them. So, all in all, they need to promote the house manager, and sack the head chef."
Texas Roadhouse,2017-07-01T00:00:00Z,Couples,"Yes, I get it that I am not in the US anymore but some things should be standard, such as, fall off the bone ribs, the peanuts, sweet tea, grilled corn etc. All disappointed from what I am accustomed to. Now the Salmon was one of the best I ever tasted and the baked potato was good. So there were some good and bad explaining my average score."
Texas Roadhouse,2016-05-01T00:00:00Z,Couples,"I would give it a 3.5. but there is no point five. The food is good, in between a average and very good. The food was served fast, the service was good with the fact that when you call any waiters or waitress, they won't ignore you like some other restaurants. Also they would not keep on coming to bug you in the middle of the conversation. I prefer this style. Keep on bugging the customers while they are talking or eating is not called good service. The atmosphere is more suitable for friends or colleagues gathering since it's jolly and lively. Maybe a bit noisy for those who prefer quieter dining environment."
Texas Roadhouse,2016-03-01T00:00:00Z,Not Identified,"Very poor service, very poor attitude! Go to Don't Go. Bad and bad, absolutely no care for the needs of the guests. In the end too angry gone, the manager still want to laugh and say goodbye"
WOOBAR,2024-08-01T00:00:00Z,Friends,"Visited on our last night in Taipei. The ambiance was fantastic, enhanced by a live DJ playing great music. It’s a classic spot for a dinner out. While the food leans on the expensive side and is of fair quality, the overall experience is still worth trying."
WOOBAR,2023-10-01T00:00:00Z,Solo,"Like any WOOBAR around the world, it has that same dim lighting, funky decor and sexy ambience. Great atmosphere, cool music. Staff are very pleasant and friendly. Service was of a high standard. Good choice of drinks including fresh juices and non-alcoholic cocktails if you don't drink like me. The cocktail was so good! NUTRITION CONCOCTION! Have it! Fresh blueberry, made ginger beer and fresh apple juice. I had two of the same one. Busy on a Friday evening. You don't need to dress up so much but look presentable. My small negative was cost! It was almost 20 USD for 2 non-alcoholic cocktails! Maybe see if there is a Happy Hour. Worth a treat. Would recommend otherwise. I didn't eat there but I believe they have a food or light snack menu. If you are not staying at the hotel, you can still go."
WOOBAR,2024-03-01T00:00:00Z,Friends,"This spot seems quiet on a weekday - if you're looking for a busy, buzzing atmosphere this may not be the place for you during the week. I stayed here till after 9pm and it didn't liven up at all. The food is all generally good. Mainly bar food. Cocktails and drinks are also really good. Staff are very friendly and helpful! The Wetbar next door may also be open on occasion. Worth checking before visiting. My advice would be to stop here for a quick drink before heading somewhere else (unless it's the weekend)."
WOOBAR,2023-03-01T00:00:00Z,Couples,"The Woo Bar is very stylishly furnished and is a popular meeting place for the local high society, especially in the afternoon. We liked the interior, including the outdoor area. However, the quality and the food at dinner in the Woo bar left a lot to be desired, especially considering the prices. What's more, some dishes were not available and we were not convinced by the selection on the menu. Would not eat here again."
WOOBAR,2020-02-01T00:00:00Z,Friends,"An Australian friend and his fiancé invited me for meeting up for both leisure and business talk. It is nice and secluded area and good for business gathering. Food are drink are good, more importantly the friendly gesture of the staff, particularly Abbey whom we were served. She is attentive and hovial, friendly and can easily chat with us and even provided is a reading lamp when we referred to a drawing under there dim conditions. Though the location is further but it is definitely one of the best way with drinks and food finger + good staff you could get here."
WOOBAR,2021-02-01T00:00:00Z,Not Identified,"I like W Hotel quite a lot, even though it is pricey, it is certainly worth every cent. Woobar has a nice view of the 101, and at the heart of Taipei City in Xinyi District, it has a nice pool and a nice indoor bar for chilling. I really like their service too, they have nice great food and drink. Namo Amituofo"
WOOBAR,2023-07-01T00:00:00Z,Not Identified,"The outdoor landscape of WOO BAR is really beautiful. Every corner is super chill. It's the kind of place where you can stay there all afternoon. It was also very comfortable to stay outdoors and chat with friends at night. A place where you forget time There aren’t many memorable points about the food and wine, but they’re not bad."
WOOBAR,2020-03-01T00:00:00Z,Couples,It was my third time to visit woobar Taipei and was there for a couple of hours. Had a great experience as usual. the staff is attentive and friendly.Special mention to Bona that give suggestion a special drink.
WOOBAR,2021-01-01T00:00:00Z,Not Identified,"Nice bar and decor. Prices though are no good. I went to hotel bar in South Taiwan like this one near my company, and this place was much higher so not good value for your spend."
WOOBAR,2023-05-01T00:00:00Z,Solo,"The famous bar in every W around the world. Like the rest of the hotel, it’s stylish but pretty mundane compared to say W Seoul with the spanish steps design. Good music, drinks and vibes"
WOOBAR,2019-12-01T00:00:00Z,Couples,"We came here every afternoon. There is an interesting cocktail list. They also serve Perrier Joët by the glass (which is not a common occurrence!!) Ambiance is beautiful, elegant, and trendy. Service is good. Great hotel bar."
WOOBAR,2020-02-01T00:00:00Z,Not Identified,Amazing view and atmosphere. The truffle fries is amazing 👌 Great service and delicious food as well. Nice to relax and chill.
WOOBAR,2019-09-01T00:00:00Z,Friends,"After having spent a long afternoon and paying for multiple rounds of overpriced drinks in Woo Bar and then dining in the adjacent Kitchen Table for dinner, we asked to return back to Woo Bar and requested a table near the entrance almost identical to the table we had occupied throughout the afternoon. We were told that the table (early on a Monday evening during a typhoon....) would have a minimum spend of $15,000. The staff was so shockingly dismissive to that fact that our party had spent well over that amount already throughout the afternoon that we left immediately. There were many empty tables and asking for such an absurd minimum spend during a quiet Monday night has proven that Woo Bar staff have not been trained in proper hospitality. This incident was such a disappointment because we had enjoyed our afternoon and evening so far. We would be far more accepting of this type of policy during a busy time for the bar, but staff being unable to accommodate paying customers like this is truly poor form."
WOOBAR,2019-09-01T00:00:00Z,Solo,One of the best experience that I have been in the category. Drinks and service is nice and professional.
WOOBAR,2019-07-01T00:00:00Z,Not Identified,An extremely chic and fashionable Bar. It gets crowded from 10PM onwards with Live entertainment and great cocktail parties. Vivian offered a memorable and friendly service throughout my visits at WOO.
Café - Grand Hyatt Taipei,2023-12-01T00:00:00Z,Family,"We were initially told by the front desk of a cheaper price and that kids dined for free, but found out from the cafe staff that was not true. We were about to walk off but one of the staff went out of her way to accommodate us. We are very grateful for the kind staff who went out of their way to help us. Would definitely recommend this cafe!"
Café - Grand Hyatt Taipei,2024-01-01T00:00:00Z,Solo,"I was staying at the Grand Hyatt, so I enjoyed 4 breakfasts and one lunch here. The place is very busy; there are often queues, sometimes with ropes to aid their formation. The café serves breakfast, lunch, dinner and afternoon tea. Note breakfast is for hotel guests only, all are welcome at other times. Prices are higher on weekends. At breakfast, Western and several types of Asian cuisine (Taiwanese, Chinese, Indian, Japanese) are offered, and the selection is plentiful, with minor variations each day. I came at the 6:30 am opening time each day, when the queue was just for waiting for the doors to open. After checking your name and room number, you are escorted to a table and instructed to adjust the ""Available/Occupied"" card on your table accordingly. The clearing of dishes and tables was very efficient, as turnover is high. Food was of good quality. Everything is serve yourself, including coffee from those fancy machines. The queue forms immediately for the omelet/fresh egg station, but goes quickly. There can also be a wait for the made-to-order noodle bar. At lunch, you are checked in and seated without the occupancy card. I made a reservation for lunch, but this is probably not required. Your check is brought to you when it appears you are nearly finished. Again, the bountiful options include Western (including prime rib) and Asian, with many Japanese seafood and sushi selections. You can see the chefs slicing huge slaps of fish beginning during the breakfast hours. Many of these Japanese choices were also seen at the buffet at Irodori, the Hyatt's Japanese restaurant, where I also dined. The dessert bar included a chocolate fountain. Beer on tap is offered. Seating is nicely separated into multiple dining sections, with a variety of seating/table styles. There are restrooms within the restaurant. A very pleasant and filling dining option, especially for hotel guests."
Café - Grand Hyatt Taipei,2024-06-01T00:00:00Z,Business,"We stay at the Grand Hyatt Taipei a lot!! This place is amazing for business breakfast or for a family meal. There is a wide variety of offerings from Western, Chinese, Japanese, Salads, fresh pastries and fruit. All the food is delicious and the ambience is bustling. But the best part of The Café is the service. Each morning, when we head downstairs for breakfast, we are greeted by Elsa. She calls us by our first names (with permission) and always greets us with a hug. She had taken the time to get to know us, where we like to sit, and she even notices when we are not there. She is such a great ambassador for the Grand Hyatt. As we watch her work in the restaurant, we have noticed that she builds relationships with many of the guests who frequent the Grand Hyatt. We have chatted with many and we all feel the same way about Elsa. She makes you feel AT HOME, even when you are far away from your friends and family."
Café - Grand Hyatt Taipei,2020-02-01T00:00:00Z,Not Identified,"There were 3 dining times to choose from; lunch, afternoon tea and dinner. This review will cover the afternoon tea. Afternoon tea is from 3pm~5pm, it is the cheapest of the 3. The price is NT$865 per person (EZ table exclusive offer), service fee included. The original price is about NT$1,100 per person service fee included. 1) seating: The seating is too close and crowded. The spacing is not even an arm's length away. We sat at a 2 seat table. 2) Service and atmosphere; The service is good. the staff is friendly and service speed is fast. 3) Food; The food selection is great; there are dim sum, Chinese food, Indian food, some Taiwanese dishes, Japanese food, and some generic western dishes. The desert is great, I think it's better than many buffet at this price range. If your dinning purpose is celebrating birthday you get a birthday cake for free, you can either eat it at the spot or take it home with you. Overall I recommend it, it's one of the few buffets I think that's worth visiting again, only at a discount price. There are better choices to choose from at the NT$1,100 range."
Café - Grand Hyatt Taipei,2019-12-01T00:00:00Z,Not Identified,"My mother-in-law made a reservation for New Years Eve here for the entire family and paid full price to secure it. About ten days before the event, they called her and told her that the price of the dinner had doubled. She did not want to do this so she asked them to cancel and they agreed and told her they will refund her the dinner. New Years Eve comes and they call her to tell her that since she did not show up for dinner, she will be charged. Interestingly they charged the original amount not the double amount they later quoted. We are upset about this because they did not cancel the reservation as they said. Also it is strange that they change their prices after already being paid. Unfortunately, Taiwan is not as big on consumer rights as we are in the United States so the credit card company would not allow the charge to be refused. I personally think this is very dishonorable behavior and I recommend that people take their business elsewhere."
Café - Grand Hyatt Taipei,2020-10-01T00:00:00Z,Not Identified,"I have eaten at the Hyatt buffet many times and it maintains a consistently high standard. I especially like the Western food, which can be expensive elsewhere; let's face it, you can get good Chinese food any day of the week in Taipei. I am not a great fan of Indian food, but I tried some and I thought that it was okay. I especially liked the desserts. In all, it's a good meal for what you pay."
Café - Grand Hyatt Taipei,2022-05-01T00:00:00Z,Not Identified,"Cafe at the Grand Hyatt Taipei has a reputation for offering a bountiful buffet, with no limits on how many times you return to the tables. Apart from Chinese dishes, you can feast on Japanese, Western and Indian cuisines. The Grand Hyatt is walking distance to thw World Trade Centre and Taipei 101, Taiwan's tallest building."
Café - Grand Hyatt Taipei,2020-01-01T00:00:00Z,Not Identified,"We went to the Grand Hyatt to have a hearty and plentiful breakfast. First to mention, they were very busy yet the staff provided outstanding service. Haven't seen that for a long time. The servers were very fast to offer coffee refills and clear dirty dishes. The buffet is quite large, lots of choices, from the typical Western pastries and hot items to Chinese to Korean and other pan Asian food. A great breakfast experience."
Café - Grand Hyatt Taipei,2020-04-01T00:00:00Z,Not Identified,Great place for family gatherings with excellent services and food. I left a special request for hoping to have a table at a quieter place and the Cafe offered us a great spot which my family was all happy about it. The variety of food/drinks/dessert was satisfying and the food ordered from the vegetarian menu was also amazing. Definitely recommended!
Café - Grand Hyatt Taipei,2022-01-01T00:00:00Z,Not Identified,"Taipei people love a buffet, and the Cafe is never disappointing. The wide variety of cuisines, apart from Chinese, include Japanese, Indian and Western. Few diners can resist the dessert menu. I alwys makie a trip to the Cafe when I'm in Taipei; the only drawback is that I can't resist having seconds -- or thirds."
Café - Grand Hyatt Taipei,2021-08-01T00:00:00Z,Not Identified,"The Grand Hyatt's buffet is famous for its great variety of food. The cuisine includes Chinese, Western, Japanese and Indian, The Cafe has the reputation for being one of the most plentiful buffets in Taipei. By the way, you can ear as much as you like."
Café - Grand Hyatt Taipei,2020-11-01T00:00:00Z,Not Identified,"On Saturday, November 14th we were invited to the Grand Hyatt for lunch. I have eaten there many times before and I have always enjoyed the wide selection of food served at the buffet. The two outstanding dishes of the day, was hands down, an amazing Truffle Risotto and a Sweet & Sour Shrimp dish. The service has definitely improved and it was excellent. For me, personally I didn't think the curry dishes were very tasty but my son LOVED it. To all the chefs, keep on preparing such delicious food!"
Café - Grand Hyatt Taipei,2021-10-01T00:00:00Z,Solo,Well-educated waiters and waitresses gave high-quality services. Sona’s friendly and professional service impressed me a lot. It's a nice place I would like to come back occasionally. 早餐提供的服務 無微不至 Sona 很用心 主動詢問房客 餐點是否足滿意 個別化 客製化的細心 讓人印象深刻 這是一個用心的好餐廳
Café - Grand Hyatt Taipei,2021-03-01T00:00:00Z,Not Identified,"The Cafe is the Hyatt's buffet. You get a good selection food, including Indian, Japanese, Chinese and Western. It's a good place to try new cuisines. It's always a temptation to pig out. Prices very according to the session time, but it's not expensive for what you get."
Café - Grand Hyatt Taipei,2020-01-01T00:00:00Z,Not Identified,Tried the lunch buffet here a year ago. Was blown away by the variety of food offered and quality. Tried their afternoon tea buffet the other day. It was very good but paled in comparison with the lunch (and dinner I'm sure)..Given that it's an afternoon tea it's understandable that there would be fewer choices. Still it was a bit disappointing. We have an egg allergy there were very few choices for her unfortunately. There were a lot more choices for her when we had lunch here a year ago.
Yen Bar,2024-01-01T00:00:00Z,Couples,"It’s a nice bar with a view on Taipei 101 tower and the city. Good signature cocktails and snacks. There are wine, liquors and strong alcoholic spirits as well. After 6pm you can also order a food from the main restaurant. Service 10% is included into the check. Free wi-fi."
Yen Bar,2019-07-01T00:00:00Z,Solo,Visited here by myself to have afternoon tea set. Price was 900 TWD (+10%) for 1 person. I think price is quite reasonable. Cake and other things were good enough to enjoy with 101 tower view. I realised that it would be greater if i were visit there as a couple while i was having coffee haha. I recommend you to make a reservation if you want to have a seat with 101 tower view.
